Culture,Saison,Mois_Debut,Mois_Fin,Jour,Temperature_Air_°C,Temperature_Sol_°C,Humidite_Air_%,Humidite_Sol_%,Capteur_Humidite_Sol_ADC,Seuil_Sol_Sec_%,Seuil_Sol_Humide_%,Etat_Sol,Pompe_Active,Decision_Irrigation,Recommandation_Irrigation,Justification,Besoin_Eau_mm_jour,Duree_Pompage_min,Frequence_Irrigation_jour
Menthe,Automne,9,11,15,12.9,10.1,70.3,62.1,1550,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (62.1% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,16,12.1,11.0,73.6,74.6,1041,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (74.6% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,17,14.2,11.4,86.3,68.5,1288,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (68.5% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,18,12.6,10.8,81.8,66.7,1363,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (66.7% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,19,16.2,14.4,81.0,70.9,1191,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (70.9% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,20,12.9,10.0,85.3,63.5,1494,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (63.5% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,21,18.7,16.7,87.9,80.0,819,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 80.0% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Automne,9,11,22,14.3,13.2,75.4,73.5,1083,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (73.5% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,23,16.3,14.8,72.8,80.9,783,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 80.9% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Automne,9,11,24,19.8,17.8,73.4,66.8,1359,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (66.8% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,25,10.2,7.4,72.4,74.4,1047,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (74.4% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,26,12.7,10.6,83.0,80.7,788,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 80.7% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Automne,9,11,27,12.1,11.0,72.7,82.5,716,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 82.5% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Automne,9,11,28,18.7,16.5,82.0,76.6,957,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 76.6% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Automne,9,11,29,11.8,8.9,78.4,69.6,1245,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (69.6% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,30,15.2,14.1,73.3,78.5,882,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 78.5% ≤ 90%) - Pas d'irrigation,3.0,12,3
Oignon,Hiver,12,2,1,8.6,6.4,74.9,69.7,1239,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 69.7% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,2,10.0,8.3,84.4,67.4,1333,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 67.4% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,3,12.0,10.0,83.3,83.4,678,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (83.4% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,4,13.1,11.7,70.6,66.6,1369,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 66.6% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,5,12.2,11.1,79.9,74.9,1026,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 74.9% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,6,10.3,7.8,72.1,61.9,1561,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 61.9% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,7,13.1,11.1,83.8,70.9,1192,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 70.9% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,8,9.7,7.1,86.0,77.4,926,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (77.4% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,9,9.9,7.7,77.2,62.3,1544,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 62.3% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,10,14.4,13.1,89.0,71.2,1181,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 71.2% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,11,9.3,7.2,87.5,78.3,888,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (78.3% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,12,13.6,11.3,83.8,81.2,768,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (81.2% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,13,9.7,7.8,74.4,84.7,626,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (84.7% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,14,14.6,13.5,84.1,83.1,690,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (83.1% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,15,9.3,7.1,88.3,60.8,1603,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 60.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,16,12.9,11.3,88.5,84.3,643,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (84.3% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,17,14.6,12.7,87.2,81.1,773,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (81.1% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,18,10.2,7.6,70.7,74.9,1027,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 74.9% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,19,9.6,8.4,71.5,77.4,925,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (77.4% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,20,10.4,7.9,71.3,67.9,1315,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 67.9% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,21,11.8,9.2,76.4,75.6,997,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (75.6% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,22,14.2,12.0,74.7,60.6,1613,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 60.6% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,23,14.1,13.0,87.5,73.2,1096,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 73.2% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,24,14.6,12.0,90.0,68.8,1278,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 68.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,25,13.4,11.6,79.6,75.7,995,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (75.7% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Hiver,12,2,26,14.1,11.1,85.4,70.4,1210,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 70.4% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,27,10.9,8.5,74.8,62.8,1524,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 62.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,28,10.5,8.9,75.9,65.8,1398,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 65.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,29,8.3,7.3,89.8,70.7,1200,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 70.7% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Hiver,12,2,30,10.7,8.3,74.4,83.7,665,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (83.7% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Printemps,3,5,1,19.9,18.7,68.4,72.0,1147,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 72.0% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,2,21.4,19.5,72.3,54.2,1876,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (54.2% < 60%) - Activation irrigation requise,2.5,10,3
Oignon,Printemps,3,5,3,21.9,20.4,78.9,66.2,1382,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 66.2% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,4,18.1,16.1,64.6,54.4,1866,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (54.4% < 60%) - Activation irrigation requise,2.5,10,3
Oignon,Printemps,3,5,5,14.2,12.8,75.6,58.8,1689,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (58.8% < 60%) - Activation irrigation requise,2.5,10,3
Oignon,Printemps,3,5,6,12.6,9.6,77.7,73.2,1097,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 73.2% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,7,21.9,20.6,67.9,69.0,1271,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 69.0% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,8,19.0,17.7,76.3,55.6,1817,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (55.6% < 60%) - Activation irrigation requise,2.5,10,3
Oignon,Printemps,3,5,9,14.2,12.2,71.9,64.5,1453,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 64.5% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,10,12.9,10.2,65.3,53.2,1914,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (53.2% < 60%) - Activation irrigation requise,2.5,10,3
Oignon,Printemps,3,5,11,20.9,18.0,77.2,70.2,1218,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 70.2% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,12,18.6,16.5,61.7,60.2,1629,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 60.2% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,13,15.7,14.2,74.5,62.4,1539,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 62.4% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,14,12.8,11.4,73.7,51.9,1969,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (51.9% < 60%) - Activation irrigation requise,2.5,10,3
Oignon,Printemps,3,5,15,20.5,18.5,69.6,64.8,1441,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 64.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,16,20.2,18.6,73.6,64.1,1468,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 64.1% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,17,14.7,11.9,75.9,66.5,1373,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 66.5% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,18,20.5,17.8,74.2,70.9,1190,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 70.9% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,19,19.0,16.6,72.4,68.8,1276,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 68.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,20,13.6,10.8,77.4,50.7,2017,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (50.7% < 60%) - Activation irrigation requise,2.5,10,3
Oignon,Printemps,3,5,21,20.3,19.0,66.7,68.6,1286,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 68.6% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,22,13.6,11.0,76.6,62.7,1527,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 62.7% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,23,12.1,10.5,72.3,74.5,1043,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 74.5% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,24,18.3,16.8,72.7,63.5,1494,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 63.5% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,25,19.8,18.6,75.2,63.5,1493,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 63.5% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,26,21.6,19.9,72.7,73.3,1093,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 73.3% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,27,13.0,10.2,73.8,51.7,1978,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (51.7% < 60%) - Activation irrigation requise,2.5,10,3
Oignon,Printemps,3,5,28,15.0,12.6,61.3,64.6,1451,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 64.6% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,29,15.5,13.2,60.9,71.8,1155,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 71.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Printemps,3,5,30,21.7,18.8,75.0,53.3,1914,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (53.3% < 60%) - Activation irrigation requise,2.5,10,3
Oignon,Été,6,8,1,31.9,30.8,40.7,44.7,2264,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (44.7% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,2,28.4,25.8,60.5,48.4,2113,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (48.4% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,3,25.6,22.6,52.8,48.5,2107,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (48.5% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,4,24.1,21.5,60.8,41.6,2390,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (41.6% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,5,23.1,20.7,59.6,43.2,2326,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (43.2% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,6,34.4,33.1,53.0,63.3,1502,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 63.3% ≤ 75%) - Pas d'irrigation,4.0,18,2
Oignon,Été,6,8,7,27.5,25.2,51.9,43.2,2324,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (43.2% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,8,34.8,33.0,66.8,41.9,2379,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (41.9% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,9,24.8,23.7,59.6,46.1,2209,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (46.1% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,10,33.2,31.3,69.0,40.6,2433,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (40.6% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,11,33.3,30.7,63.1,60.3,1623,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 60.3% ≤ 75%) - Pas d'irrigation,4.0,18,2
Oignon,Été,6,8,12,31.9,29.6,43.9,36.0,2621,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (36.0% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,13,34.0,31.7,63.9,49.4,2070,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (49.4% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,14,23.5,22.3,60.6,47.9,2133,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (47.9% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,15,24.6,22.6,41.9,52.5,1946,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (52.5% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,16,25.5,22.9,49.3,48.7,2102,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (48.7% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,17,22.2,21.0,51.8,49.4,2072,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (49.4% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,18,29.8,28.2,60.8,60.8,1605,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 60.8% ≤ 75%) - Pas d'irrigation,4.0,18,2
Oignon,Été,6,8,19,32.1,31.1,54.4,38.1,2532,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (38.1% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,20,25.1,22.2,44.3,50.0,2048,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (50.0% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,21,30.0,27.6,56.8,35.3,2649,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (35.3% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,22,26.2,24.2,42.6,45.5,2231,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (45.5% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,23,22.4,21.3,51.9,39.0,2498,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (39.0% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,24,29.4,27.0,64.0,41.0,2415,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (41.0% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,25,24.2,23.0,59.1,56.2,1793,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (56.2% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,26,22.4,19.5,41.6,51.2,1996,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (51.2% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,27,31.2,28.5,61.4,59.1,1676,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (59.1% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,28,26.4,23.8,42.4,61.8,1562,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 61.8% ≤ 75%) - Pas d'irrigation,4.0,18,2
Oignon,Été,6,8,29,29.1,26.5,53.6,54.3,1871,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (54.3% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Été,6,8,30,28.8,26.4,42.4,36.8,2587,60,75,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (36.8% < 60%) - Activation irrigation requise,4.0,18,2
Oignon,Automne,9,11,1,12.5,11.2,87.4,65.5,1413,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 65.5% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,2,19.8,18.1,73.6,79.7,829,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (79.7% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,3,16.6,14.6,81.1,78.0,901,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (78.0% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,4,12.3,9.3,89.5,76.3,972,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (76.3% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,5,12.0,9.6,71.4,60.8,1606,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 60.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,6,12.6,10.7,87.4,78.2,893,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (78.2% > 75%) - Risque sur-irrigation,2.5,10,3
